-2.5,0,0,0
-2.4999,-0.049999867,0.004,0.05
-2.499600002,-0.099998933,0.008,0.1
-2.499100011,-0.1499964,0.012,0.15
-2.498400034,-0.199991467,0.016,0.2
-2.497500083,-0.249983334,0.02,0.25
-2.496400173,-0.299971201,0.024,0.3
-2.49510032,-0.349954268,0.028,0.35
-2.493600546,-0.399931737,0.032,0.4
-2.491900875,-0.449902806,0.036,0.45
-2.490001333,-0.499866677,0.04,0.5
-2.487901952,-0.549822551,0.044,0.55
-2.485602765,-0.599769627,0.048,0.6
-2.483103808,-0.649707106,0.052,0.65
-2.480405122,-0.699634191,0.056,0.7
-2.477506749,-0.749550081,0.06,0.75
-2.474408737,-0.799453979,0.064,0.8
-2.471111134,-0.849345085,0.068,0.85
-2.467613994,-0.899222602,0.072,0.9
-2.463917373,-0.949085731,0.076,0.95
-2.460021329,-0.998933675,0.08,1
-2.455925925,-1.048765636,0.084,1.05
-2.451631226,-1.098580816,0.088,1.1
-2.447137302,-1.14837842,0.092,1.15
-2.442444223,-1.198157649,0.096,1.2
-2.437552066,-1.247917708,0.1,1.25
-2.432460908,-1.2976578,0.104,1.3
-2.427170831,-1.34737713,0.108,1.35
-2.42168192,-1.397074902,0.112,1.4
-2.415994262,-1.44675032,0.116,1.45
-2.410107948,-1.496402591,0.12,1.5
-2.404023073,-1.546030919,0.124,1.55
-2.397739734,-1.595634511,0.128,1.6
-2.391258031,-1.645212573,0.132,1.65
-2.384578068,-1.694764311,0.136,1.7
-2.377699953,-1.744288933,0.14,1.75
-2.370623794,-1.793785647,0.144,1.8
-2.363349706,-1.843253659,0.148,1.85
-2.355877804,-1.89269218,0.152,1.9
-2.348208209,-1.942100418,0.156,1.95
-2.340341042,-1.991477583,0.16,2
-2.332276431,-2.040822883,0.164,2.05
-2.324014503,-2.090135531,0.168,2.1
-2.315555391,-2.139414737,0.172,2.15
-2.30689923,-2.188659711,0.176,2.2
-2.29804616,-2.237869668,0.18,2.25
-2.288996321,-2.287043818,0.184,2.3
-2.279749858,-2.336181376,0.188,2.35
-2.27030692,-2.385281555,0.192,2.4
-2.260667657,-2.43434357,0.196,2.45
-2.250832223,-2.483366635,0.2,2.5
-2.240800776,-2.532349966,0.204,2.55
-2.230573477,-2.58129278,0.208,2.6
-2.220150489,-2.630194293,0.212,2.65
-2.209531979,-2.679053723,0.216,2.7
-2.198718117,-2.727870289,0.22,2.75
-2.187709075,-2.776643208,0.224,2.8
-2.17650503,-2.825371701,0.228,2.85
-2.165106162,-2.874054988,0.232,2.9
-2.153512652,-2.922692291,0.236,2.95
-2.141724686,-2.97128283,0.24,3
-2.129742452,-3.019825829,0.244,3.05
-2.117566143,-3.068320511,0.248,3.1
-2.105195954,-3.1167661,0.252,3.15
-2.092632081,-3.165161821,0.256,3.2
-2.079874727,-3.213506899,0.26,3.25
-2.066924094,-3.261800561,0.264,3.3
-2.053780392,-3.310042034,0.268,3.35
-2.040443829,-3.358230547,0.272,3.4
-2.026914619,-3.406365328,0.276,3.45
-2.013192979,-3.454445607,0.28,3.5
-1.999279128,-3.502470615,0.284,3.55
-1.985173289,-3.550439584,0.288,3.6
-1.970875687,-3.598351746,0.292,3.65
-1.956386551,-3.646206334,0.296,3.7
-1.941706114,-3.694002583,0.3,3.75
-1.92683461,-3.741739728,0.304,3.8
-1.911772276,-3.789417006,0.308,3.85
-1.896519354,-3.837033652,0.312,3.9
-1.881076089,-3.884588907,0.316,3.95
-1.865442726,-3.932082008,0.32,4
-1.849619517,-3.979512195,0.324,4.05
-1.833606713,-4.026878711,0.328,4.1
-1.817404573,-4.074180797,0.332,4.15
-1.801013354,-4.121417696,0.336,4.2
-1.784433319,-4.168588652,0.34,4.25
-1.767664734,-4.215692911,0.344,4.3
-1.750707866,-4.262729719,0.348,4.35
-1.733562987,-4.309698323,0.352,4.4
-1.716230371,-4.356597972,0.356,4.45
-1.698710296,-4.403427916,0.36,4.5
-1.681003042,-4.450187405,0.364,4.55
-1.663108892,-4.496875691,0.368,4.6
-1.645028132,-4.543492027,0.372,4.65
-1.626761052,-4.590035668,0.376,4.7
-1.608307945,-4.636505868,0.38,4.75
-1.589669104,-4.682901884,0.384,4.8
-1.57084483,-4.729222973,0.388,4.85
-1.551835421,-4.775468395,0.392,4.9
-1.532641184,-4.82163741,0.396,4.95
-1.513262425,-4.867729279,0.4,5
-1.493699454,-4.913743264,0.404,5.05
-1.473952584,-4.959678629,0.408,5.1
-1.454022131,-5.00553464,0.412,5.15
-1.433908413,-5.051310562,0.416,5.2
-1.413611754,-5.097005663,0.42,5.25
-1.393132477,-5.142619213,0.424,5.3
-1.37247091,-5.18815048,0.428,5.35
-1.351627384,-5.233598737,0.432,5.4
-1.330602232,-5.278963257,0.436,5.45
-1.30939579,-5.324243313,0.44,5.5
-1.288008399,-5.369438182,0.444,5.55
-1.266440399,-5.41454714,0.448,5.6
-1.244692137,-5.459569465,0.452,5.65
-1.22276396,-5.504504437,0.456,5.7
-1.200656219,-5.549351337,0.46,5.75
-1.178369268,-5.594109448,0.464,5.8
-1.155903463,-5.638778053,0.468,5.85
-1.133259164,-5.683356437,0.472,5.9
-1.110436733,-5.727843889,0.476,5.95
-1.087436535,-5.772239694,0.48,6
-1.064258938,-5.816543144,0.484,6.05
-1.040904314,-5.86075353,0.488,6.1
-1.017373035,-5.904870143,0.492,6.15
-0.993665478,-5.948892279,0.496,6.2
-0.969782024,-5.992819233,0.5,6.25
-0.945723052,-6.036650301,0.504,6.3
-0.92148895,-6.080384783,0.508,6.35
-0.897080104,-6.12402198,0.512,6.4
-0.872496905,-6.167561192,0.516,6.45
-0.847739746,-6.211001723,0.52,6.5
-0.822809024,-6.254342878,0.524,6.55
-0.797705136,-6.297583964,0.528,6.6
-0.772428486,-6.340724289,0.532,6.65
-0.746979477,-6.383763162,0.536,6.7
-0.721358517,-6.426699896,0.54,6.75
-0.695566015,-6.469533802,0.544,6.8
-0.669602385,-6.512264196,0.548,6.85
-0.643468041,-6.554890393,0.552,6.9
-0.617163401,-6.597411713,0.556,6.95
-0.590688888,-6.639827474,0.56,7
-0.564044923,-6.682136998,0.564,7.05
-0.537231934,-6.724339608,0.568,7.1
-0.51025035,-6.766434629,0.572,7.15
-0.483100602,-6.808421387,0.576,7.2
-0.455783124,-6.85029921,0.58,7.25
-0.428298354,-6.892067429,0.584,7.3
-0.400646732,-6.933725374,0.588,7.35
-0.372828699,-6.975272381,0.592,7.4
-0.344844701,-7.016707783,0.596,7.45
-0.316695186,-7.058030917,0.6,7.5
-0.288380605,-7.099241124,0.604,7.55
-0.259901409,-7.140337743,0.608,7.6
-0.231258055,-7.181320116,0.612,7.65
-0.202451001,-7.222187589,0.616,7.7
-0.173480708,-7.262939507,0.62,7.75
-0.14434764,-7.303575218,0.624,7.8
-0.115052262,-7.344094071,0.628,7.85
-0.085595044,-7.38449542,0.632,7.9
-0.055976457,-7.424778617,0.636,7.95
-0.026196974,-7.464943017,0.64,8
0.003742928,-7.504987979,0.644,8.05
0.03384277,-7.54491286,0.648,8.1
0.06410207,-7.584717024,0.652,8.15
0.094520345,-7.624399832,0.656,8.2
0.125097106,-7.66396065,0.66,8.25
0.155831866,-7.703398844,0.664,8.3
0.186724133,-7.742713785,0.668,8.35
0.217773411,-7.781904842,0.672,8.4
0.248979205,-7.820971389,0.676,8.45
0.280341016,-7.8599128,0.68,8.5
0.31185834,-7.898728453,0.684,8.55
0.343530675,-7.937417727,0.688,8.6
0.375357513,-7.975980002,0.692,8.65
0.407338345,-8.014414661,0.696,8.7
0.439472659,-8.05272109,0.7,8.75
0.471759942,-8.090898676,0.704,8.8
0.504199676,-8.128946808,0.708,8.85
0.536791343,-8.166864876,0.712,8.9
0.569534421,-8.204652275,0.716,8.95
0.602428386,-8.2423084,0.72,9
0.635472712,-8.279832647,0.724,9.05
0.66866687,-8.317224418,0.728,9.1
0.70201033,-8.354483113,0.732,9.15
0.735502557,-8.391608137,0.736,9.2
0.769143016,-8.428598895,0.74,9.25
0.802931168,-8.465454796,0.744,9.3
0.836866474,-8.50217525,0.748,9.35
0.870948389,-8.538759669,0.752,9.4
0.905176369,-8.575207468,0.756,9.45
0.939549866,-8.611518064,0.76,9.5
0.97406833,-8.647690876,0.764,9.55
1.008731208,-8.683725325,0.768,9.6
1.043537947,-8.719620834,0.772,9.65
1.078487989,-8.75537683,0.776,9.7
1.113580775,-8.79099274,0.78,9.75
1.148815743,-8.826467994,0.784,9.8
1.184192331,-8.861802025,0.788,9.85
1.21970997,-8.896994268,0.792,9.9
1.255368095,-8.932044158,0.796,9.95
1.291166133,-8.966951136,0.8,10
1.327103513,-9.001714643,0.804,10.05
1.363179658,-9.036334123,0.808,10.1
1.399393993,-9.070809022,0.812,10.15
1.435745937,-9.105138788,0.816,10.2
1.472234909,-9.139322872,0.82,10.25
1.508860325,-9.173360727,0.824,10.3
1.545621599,-9.207251808,0.828,10.35
1.582518143,-9.240995573,0.832,10.4
1.619549366,-9.274591483,0.836,10.45
1.656714677,-9.308039,0.84,10.5
1.69401348,-9.341337588,0.844,10.55
1.731445178,-9.374486715,0.848,10.6
1.769009174,-9.40748585,0.852,10.65
1.806704865,-9.440334466,0.856,10.7
1.844531648,-9.473032036,0.86,10.75
1.882488919,-9.505578038,0.864,10.8
1.920576069,-9.537971952,0.868,10.85
1.958792491,-9.570213258,0.872,10.9
1.997137571,-9.60230144,0.876,10.95
2.035610698,-9.634235986,0.88,11
2.074211254,-9.666016385,0.884,11.05
2.112938622,-9.697642127,0.888,11.1
2.151792184,-9.729112707,0.892,11.15
